Name,Type,Exterior,Rarity,Extra,Average volume sale,Average price (VND),Max price (VND),Days to reach max,Min price (VND),Days to reach min,Price change (%),Time on market (days)
P250 | Franklin (Well-Worn),Pistol,Well-Worn,Classified,Normal,21.98982179,38552.90307,628387.188,364,12510.054,1518,-0.56,3134
Souvenir Glock-18 | Night (Well-Worn),Pistol,Well-Worn,Industrial Grade,Souvenir,7.460253751,70910.01938,605153.812,810,15138.033,92,-0.75,3029
Sticker | XANTARES (Holo) | Antwerp 2022,Sticker,None,Exotic,Normal,26.58255687,74947.58615,300595.656,0,28551.553,121,-0.88,210
Sticker | malta (Foil) | Katowice 2019,Sticker,None,Remarkable,Normal,12.10801217,15288.28533,63658.156,1372,1976.867,32,2.4,1391
Sticker | Poorly Drawn Leet Crew (Holo),Sticker,None,Remarkable,Normal,13.4683277,28902.34487,48718.309,437,15497.722,27,0.29,621
Sticker | Space Soldiers | Boston 2018,Sticker,None,High Grade,Normal,52.42106258,30275.57317,127558.945,950,7014.904,40,0.5,1805
Souvenir XM1014 | Elegant Vines (Factory New),Shotgun,Factory New,Restricted,Souvenir,10.35195565,61128.47061,249049.391,0,31244.1,249,-0.82,398
"StatTrak™ Music Kit | Twin Atlantic, GLA",Others,None,High Grade,StatTrak™,66.80742723,75947.41235,148579.859,0,36742.3556,2192,-0.75,2192
StatTrak™ M249 | Nebula Crusader (Battle-Scarred),Machinegun,Battle-Scarred,Restricted,StatTrak™,8.952758066,35266.1707,222663.031,1739,2022.649,788,-0.78,2630
P90 | Shapewood (Field-Tested),SMG,Field-Tested,Classified,Normal,85.05842586,42300.04811,382034.531,1045,22568.988,380,-0.83,2548
Sticker | In The Fire (Foil),Sticker,None,Exotic,Normal,118.6293297,30058.66611,93730.30465,84,18399.281,29,0.57,106
StatTrak™ P90 | Virus (Well-Worn),SMG,Well-Worn,Restricted,StatTrak™,7.247133101,38167.06806,246479.391,2859,14082.05,1846,-0.68,3062
StatTrak™ USP-S | Ticket to Hell (Battle-Scarred),Pistol,Battle-Scarred,Restricted,StatTrak™,47.17262447,63739.3982,376529.156,0,35828.32317,311,-0.9,313
StatTrak™ XM1014 | Ziggy (Minimal Wear),Shotgun,Minimal Wear,Restricted,StatTrak™,23.00932566,41313.50885,219620.156,0,24291.098,1469,-0.85,1902
Sticker | Vega Squadron | Katowice 2019,Sticker,None,High Grade,Normal,7.868816254,27077.94421,112154.727,980,6091.132,51,0.65,1391
Sticker | jkaem | Cluj-Napoca 2015,Sticker,None,High Grade,Normal,24.58625265,18320.8005,150213.594,2117,1239.772,1330,0.09,2596
Sealed Graffiti | Team EnVyUs | Boston 2018,Others,None,High Grade,Normal,7.906810036,14862.70086,50087.59,1565,2761.545,38,5.75,1805
Sticker | AdreN  | MLG Columbus 2016,Sticker,None,High Grade,Normal,11.32925072,17554.43188,92456.18,1038,1553.377,1217,1.52,2443
Sticker | GODSENT | Atlanta 2017,Sticker,None,High Grade,Normal,125.8346816,50130.7282,205737.875,1296,6392.554,17,0.45,2146
StatTrak™ P250 | X-Ray (Field-Tested),Pistol,Field-Tested,Restricted,StatTrak™,15.55180569,44117.11953,73007.539,574,27188.883,724,-0.41,1154
FAMAS | Contrast Spray (Well-Worn),Rifle,Well-Worn,Consumer Grade,Normal,15.74452555,21624.38328,1206042.625,1159,312.54,2355,0.25,3393
StatTrak™ USP-S | Lead Conduit (Field-Tested),Pistol,Field-Tested,Mil-Spec,StatTrak™,110.1781812,54006.93074,85871.531,1792,20183.193,129,-0.51,2477
Tec-9 | Remote Control (Well-Worn),Pistol,Well-Worn,Classified,Normal,16.39764864,47949.60033,867299.875,0,29038.994,1085,-0.95,1518
Sticker | cadiaN (Holo) | Rio 2022,Sticker,None,Exotic,Normal,5.626984127,52367.56691,349102.8438,22,20942.4025,34,0.18,39
Patch | Virtus.Pro | Stockholm 2021,Others,None,High Grade,Normal,36.20779087,20438.39779,49931.492,0,4395.88,67,-0.25,405
StatTrak™ Dual Berettas | Flora Carnivora (Well-Worn),Pistol,Well-Worn,Restricted,StatTrak™,24.37514115,68409.88934,206709.75,0,32631.50464,146,-0.83,152
Sticker | Snax | MLG Columbus 2016,Sticker,None,High Grade,Normal,14.61904762,22569.07459,61629.41,2278,743.863,711,0.04,2448
Sticker | jdm64 | MLG Columbus 2016,Sticker,None,High Grade,Normal,8.613144137,14743.45198,87349.508,10,2975.453,833,-0.36,2446
StatTrak™ M249 | Downtown (Battle-Scarred),Machinegun,Battle-Scarred,Restricted,StatTrak™,10.02902607,60011.5062,130196.719,0,26507.1712,148,-0.74,151
FAMAS | Djinn (Battle-Scarred),Rifle,Battle-Scarred,Classified,Normal,46.1669582,40269.88931,239668.859,0,20592.193,437,-0.83,2785
StatTrak™ Dual Berettas | Flora Carnivora (Well-Worn),Pistol,Well-Worn,Restricted,StatTrak™,24.37514115,68409.88934,206709.75,0,32631.50464,146,-0.83,152
Souvenir P250 | Contamination (Minimal Wear),Pistol,Minimal Wear,Industrial Grade,Souvenir,16.50997884,41893.13615,1098116.5,2597,12738.149,1416,-0.83,3030
Sticker | JW | Cologne 2015,Sticker,None,High Grade,Normal,60.36110335,21826.058,80810.562,1809,6222.656,107,0.4,2663
StatTrak™ MP9 | Mount Fuji (Field-Tested),SMG,Field-Tested,Restricted,StatTrak™,92.78800049,33245.32123,49023.535,380,20152.029,33,-0.16,434
MP7 | Impire (Minimal Wear),SMG,Minimal Wear,Restricted,Normal,141.3099147,24447.27396,50781.406,2244,9544.729,284,-0.16,2477
StatTrak™ MAC-10 | Carnivore (Factory New),SMG,Factory New,Mil-Spec,StatTrak™,7.53742762,37981.28548,287488.562,2254,18967.777,1039,-0.73,2357
MP9 | Ruby Poison Dart (Factory New),SMG,Factory New,Restricted,Normal,142.8248422,30723.41267,106577.703,1023,9892.208,549,-0.17,2744
Rezan the Redshirt | Sabre,Others,None,None,Normal,522.8886317,28709.95181,63184.191,632,16140.005,126,-0.24,727
Tec-9 | Bamboozle (Factory New),Pistol,Factory New,Restricted,Normal,50.24389564,30577.3672,94709.625,0,20589.771,251,-0.61,1357
Sticker | Welcome to the Clutch,Sticker,None,High Grade,Normal,85.04607428,49137.35085,140030.875,2083,15420.701,112,0.49,3197
SSG 08 | Acid Fade (Factory New),Rifle,Factory New,Mil-Spec,Normal,771.4495132,21412.64195,168189.578,0,6321.938,1673,-0.76,3289
StatTrak™ M4A4 | Poly Mag (Minimal Wear),Rifle,Minimal Wear,Mil-Spec,StatTrak™,112.4475696,43039.35499,373360.281,0,19856.20054,140,-0.91,152
SSG 08 | Parallax (Field-Tested),Rifle,Field-Tested,Restricted,Normal,371.6766216,20875.44887,41483.30782,709,8958.792,294,0.18,727
Nova | Red Quartz (Minimal Wear),Shotgun,Minimal Wear,Restricted,Normal,197.7160634,25089.70159,65691.46313,426,14127.268,50,0.93,434
Sticker | sdy | Katowice 2019,Sticker,None,High Grade,Normal,42.62912704,9293.410348,37625.9005,1388,1123.841,31,5.78,1391
"Music Kit | Austin Wintory, Mocha Petal",Others,None,High Grade,Normal,50.85604159,51613.98787,135135.141,0,36756.62125,471,-0.69,475
AWP | Exoskeleton (Field-Tested),Rifle,Field-Tested,Restricted,Normal,978.1343415,36785.24116,144112.266,2,15703.6,362,-0.72,727
Sticker | seized | Krakow 2017,Sticker,None,High Grade,Normal,37.10076253,13497.40167,56009.582,1936,1737.09,17,5.69,1971
StatTrak™ Five-SeveN | Retrobution (Field-Tested),Pistol,Field-Tested,Restricted,StatTrak™,16.86079713,57510.51519,316794.969,0,30700.469,2116,-0.88,2548
Souvenir P90 | Schematic (Battle-Scarred),SMG,Battle-Scarred,Mil-Spec,Souvenir,1.393442623,39627.10341,169340.312,22,10516.375,247,0.74,397
